Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,,Survey,N,Relevant
J,"Campesi, I; Racagni, G; Franconi, F",,,,"Campesi, Ilaria; Racagni, Giorgio; Franconi, Flavia",,,Just a Reflection: Does Drug Repurposing Perpetuate Sex-Gender Bias in the Safety Profile?,PHARMACEUTICALS,,,,,,,,,,,,"Vaccines constitute a strategy to reduce the burden of COVID-19, but the treatment of COVID-19 is still a challenge. The lack of approved drugs for severe COVID-19 makes repurposing or repositioning of approved drugs a relevant approach because it occurs at lower costs and in a shorter time. Most preclinical and clinical tests, including safety and pharmacokinetic profiles, were already performed. However, infective and inflammatory diseases such as COVID-19 are linked with hypoalbuminemia and downregulation of both phase I and phase II drug-metabolizing enzymes and transporters, which can occur in modifications of pharmacokinetics and consequentially of safety profiles. This appears to occur in a sex- and gender-specific way because of the sex and gender differences present in the immune system and inflammation, which, in turn, reflect on pharmacokinetic parameters. Therefore, to make better decisions about drug dosage regimens and to increases the safety profile in patients suffering from infective and inflammatory diseases such as COVID-19, it is urgently needed to study repurposing or repositioning drugs in men and in women paying attention to pharmacokinetics, especially for those drugs that are previously scarcely evaluated in women.",,,,,"CAMPESI, ILARIA/0000-0002-1681-6448",,,,,,,,,,,,,1424-8247,,,,AUG,2021,14,8,,,,,,,730,10.3390/ph14080730,,,,,,,WOS:000689847500001,34451827,,,,,,,,
J,"Song, ZW; Hu, Y; Zheng, SQ; Yang, L; Zhao, RS",,,,"Song, Zaiwei; Hu, Yang; Zheng, Siqian; Yang, Li; Zhao, Rongsheng",,,Hospital pharmacists' pharmaceutical care for hospitalized patients with COVID-19: Recommendations and guidance from clinical experience,RESEARCH IN SOCIAL & ADMINISTRATIVE PHARMACY,,,,,,,,,,,,"Objective: To discuss hospital pharmacists' role in providing pharmaceutical care for hospitalized patients with COVID-19 to promote patient care and management during the pandemic. Method: Based on the method of evidence-based pharmacy, clinical evidence of therapeutical drugs for COVID-19 were retrieved and summarized. Based on clinical experience Chinese hospital pharmacists gained from providing pharmaceutical care services during COVID-19 pandemic, taking COVID-19 hospitalized patients' needs into consideration, the methods and strategies hospital pharmacists shall use to provide pharmaceutical care were analyzed and summarized. Results: Hospital pharmacists shall support pharmaceutical care services by participating in making evidence-based decisions for medication, monitoring and evaluation of medication safety and efficacy, providing strengthened care for special population and patients with combined underlying diseases, monitoring and management of convalescent plasma therapy, providing emotional counselling and psychological support, and providing scientific information about COVID-19 vaccines. Conclusion: The need of pharmaceutical care services in COVID-19 hospitalized patients during this pandemic was quite distinguished from the past. Hospital pharmacists shall join the collaborative multidisciplinary team to improve COVID-19 patients' outcome and reduce mortality, and to facilitate the pandemic control.",,,,,,,,,,,,,,,,,1551-7411,1934-8150,,,,JAN,2021,17,1,,,,,2027,2031,,10.1016/j.sapharm.2020.03.027,,,,,,,WOS:000615350400041,32273253,,,,,,,,
J,"Mahendiratta, S; Batra, G; Sarma, P; Kumar, H; Bansal, S; Kumar, S; Prakash, A; Sehgal, R; Medhi, B",,,,"Mahendiratta, Saniya; Batra, Gitika; Sarma, Phulen; Kumar, Harish; Bansal, Seema; Kumar, Subodh; Prakash, Ajay; Sehgal, Rakesh; Medhi, Bikash",,,"Molecular diagnosis of COVID-19 in different biologic matrix, their diagnostic validity and clinical relevance: A systematic review",LIFE SCIENCES,,,,,,,,,,,,"Due to COVID 19 outbreak many studies are being conducted for therapeutic strategies and vaccines but detection methods play an important role in the containment of the disease. Hence, this systematic review aims to evaluate the effectiveness of the molecular detection techniques in COVID-19. For framing the systematic review 6 literature databases (PubMed, EMBASE, OVID, Web of Science, Scopus and Google Scholar) were searched for relevant studies and articles were screened for relevant content fill 25th April 2020. Observations from this systematic review reveal the utility of RT-PCR with serological testing as one such method cannot correlate with accurate results. Availability of point of care devices do not conform to sensitivity and specificity in comparison to the conventional methods due to lack of clinical investigations. Pivotal aim of molecular and serological research is the development of detection methods that can support the clinical decision making of patients suspected with SARS-CoV-2. However, none of the methods were 100% sensitive and specific; hence additional studies are required to overcome the challenges addressed here. We hope that the present article with its observations and suggestions will assist the researchers to realize this vision in future.",,,,"Bansal, Seema/L-8980-2019","Kumar, Dr Subodh/0000-0003-0553-387X",,,,,,,,,,,,0024-3205,1879-0631,,,,OCT 1,2020,258,,,,,,,,118207,10.1016/j.lfs.2020.118207,,,,,,,WOS:000575171200015,32777301,,,,,,,,
J,"Wang, ZH; Li, L; Song, M; Yan, J; Shi, JJ; Yao, YZ",,,,"Wang, Zeheng; Li, Liang; Song, Miao; Yan, Jing; Shi, Junjie; Yao, Yuanzhe",,,Evaluating the Traditional Chinese Medicine (TCM) Officially Recommended in China for COVID-19 Using Ontology-Based Side-Effect Prediction Framework (OSPF) and Deep Learning,JOURNAL OF ETHNOPHARMACOLOGY,,,,,,,,,,,,"Ethnopharmacological relevance: The novel coronavirus disease (COVID-19) outbreak in Wuhan has imposed a huge influence in terms of public health and economy on society. However, no effective drugs or vaccines have been developed so far. Traditional Chinese Medicine (TCM) has been considered as a promising supplementary treatment of this disease due to its clinically proven performance in many severe diseases, like severe acute respiratory syndrome (SARS). Meanwhile, many reports suggest that the side-effects (SE) of TCM prescriptions cannot be ignored in treating COVID-19 as it often leads to dramatic degradation of the patients' physical condition. Systematic evaluation of TCM regarding its latent SE becomes a burning issue. Aim: In this study, we used an ontology-based side-effect prediction framework (OSPF) developed from our previous work and Artificial Neural Network (ANN)-based deep learning, to evaluate the TCM prescriptions officially recommended by China for the treatment of COVID-19. Materials and methods: The OSPF developed from our previous work was implemented in this study, where an ontology-based model separated all ingredients in a TCM prescription into two categories: hot and cold. A database was created by converting each TCM prescription into a vector which contained ingredient dosages, corresponding hot/cold attribution and safe/unsafe labels. This allowed for training of the ANN model. A safety indicator (SI), as a complement to SE possibility, was then assigned to each TCM prescription. According to the proposed SI, from high to low, the recommended prescription list could be optimized. Furthermore, in interest of expanding the potential treatment options, SIs of other well-known TCM prescriptions, which are not included in the recommended list but are used traditionally to cure flu-like diseases, are also evaluated via this method. Results: Based on SI, QFPD-T, HSBD-F, PMSP, GCT-CJ, SF-ZSY, and HSYF-F were the safest treatments in the recommended list, with SI scores over 0.8. PESP, QYLX-F, JHQG-KL, SFJD-JN, SHL-KFY, PESP1, XBJ-ZSY, HSZF-F, PSSP2, FFTS-W, and NHSQ-W were the prescriptions most likely to be unsafe, with SI scores below 0.1. In the additional lists of other TCM prescriptions, the indicators of XC-T, SQRS-S, CC-J, and XFBD-F were all above 0.8, while QF-Y, XZXS-S, BJ-S, KBD-CJ, and QWJD-T's indicators were all below 0.1. Conclusions: In total, there were 10 TCM prescriptions with indicators over 0.8, suggesting that they could be considered in treating COVID-19, if suitable. We believe this work could provide reasonable suggestions for choosing proper TCM prescriptions as a supplementary treatment for COVID-19. Furthermore, this work in-troduces a novel and informative method which could help create recommendation list of TCM prescriptions for the treatment of other diseases.",,,,"Wang, Zeheng/G-4109-2019","Wang, Zeheng/0000-0002-6994-1234",,,,,,,,,,,,0378-8741,1872-7573,,,,MAY 23,2021,272,,,,,,,,113957,10.1016/j.jep.2021.113957,,,,,,,WOS:000629344400002,33631276,,,,,,,,
J,"Nilsson, L; Csuth, A; Storsaeter, J; Garvey, LH; Jenmalm, MC",,,,"Nilsson, Lennart; Csuth, Agnes; Storsaeter, Jann; Garvey, Lene H.; Jenmalm, Maria C.",,,Vaccine allergy: evidence to consider for COVID-19 vaccines,CURRENT OPINION IN ALLERGY AND CLINICAL IMMUNOLOGY,,,,,,,,,,,,"Purpose of review Whereas the COVID-19 pandemic has changed our lives worldwide, we hope that vaccination can combat the disease. We propose how to evaluate suspected severe allergic reactions to the vaccines so that as many as possible may be safely vaccinated. Recent findings Rare cases of severe allergic reactions after COVID-19 vaccination have been observed, seemingly at a higher frequency than for other vaccines. Few excipients are likely to have caused these reactions. IgE-mediated reactions to polyethylene glycol (PEG) and its derivatives are the most suspected, albeit hitherto unproven, causes. We suggest to make a diagnosis based on skin tests with PEG and PEG derivatives and that these be considered in relation to the decisions required before the first and the second vaccine dose. A vaccine without these excipients is available, but published data about its side effects are limited. The underlying immunological mechanisms of the rare severe allergic reactions to the COVID-19 vaccines are poorly understood and need to be clarified. Identifying those who have an undiagnosed allergy to PEG and PEG derivatives is crucial before vaccination, and these substances are found in laxatives, cosmetics and in 30% of all our medications today.",,,,,,,,,,,,,,,,,1528-4050,1473-6322,,,,AUG,2021,21,4,,,,,401,409,,10.1097/ACI.0000000000000762,,,,,,,WOS:000668271600013,34091550,,,,,,,,
J,"Munguia-Lopez, AD; Ponce-Ortega, JM",,,,"Munguia-Lopez, Aurora del Carmen; Ponce-Ortega, Jose Maria",,,Fair Allocation of Potential COVID-19 Vaccines Using an Optimization-Based Strategy,PROCESS INTEGRATION AND OPTIMIZATION FOR SUSTAINABILITY,,,,,,,,,,,,"The fair allocation of resources among multiple stakeholders in any area is a complex challenge for decision-making. This paper presents an optimization strategy for the allocation of COVID-19 vaccines, when they are available, through different fairness schemes (social welfare, Nash, Rawlsian justice, and social welfare II scheme). The applicability of the proposed model is illustrated using the case study of Mexico, including the states of the country as stakeholders. We involve several parameters to guide the allocation, such as the size, risk profiles, and fraction of vulnerable groups in the population. Furthermore, different scenarios of the availability of potential COVID-19 vaccines were evaluated. The social welfare approach is the most commonly used scheme for the allocation of resources. However, we demonstrate that this scheme yields non-unique or multiple solutions (through the social welfare II approach). These social welfare approaches provide inequalities in the allocations that become critical when resources are scarce. Specifically, the social welfare scheme favors large stakeholders (greater population) in all scenarios. We also observe how the complexity of the allocation increases with the higher availability of vaccines. Hence, it is relevant to consider allocation schemes to identify fair solutions.",,,,,"PONCE-ORTEGA, JOSE MARIA/0000-0002-3375-0284",,,,,,,,,,,,2509-4238,2509-4246,,,,MAR,2021,5,1,,,,,3,12,,10.1007/s41660-020-00141-8,,JAN 2021,,,,,WOS:000607504300002,,,,,,,,,
J,"Eberhardt, J; Ling, J",,,,"Eberhardt, Judith; Ling, Jonathan",,,Predicting COVID-19 vaccination intention using protection motivation theory and conspiracy beliefs,VACCINE,,,,,,,,,,,,"Background: While COVID-19 vaccine uptake has been encouraging overall, some individuals are either hesitant towards, or refuse, the vaccine. Protection Motivation Theory (PMT) has been applied to influenza vaccine acceptance, but there is a lack of research applying PMT to COVID-19 vaccine acceptance. Additionally, prior research has suggested that coronavirus conspiracy beliefs and demographic factors may play a role in attitudes towards the vaccine. This study aimed to predict COVID-19 vaccination intention using PMT, coronavirus conspiracy beliefs, and demographic factors. Furthermore, vaccinated and unvaccinated individuals were compared in relation to their coronavirus conspiracy beliefs. Methods: An online survey was administered to 382 (278 vaccinated, and 104 unvaccinated) individuals in the United Kingdom (77 males, 301 females, one non-binary/third gender, and three unstated). Respondents' mean age was 43.78 (SD = 12.58). Results: A hierarchical multiple linear regression was performed in three stages. Initially, four PMT constructs severity, susceptibility, maladaptive response costs, and self-efficacy emerged as significant predictors of COVID-19 vaccination intention. The final model accounted for 75% of the variance and retained two significant predictors from PMT maladaptive response rewards and self-efficacy- along-side coronavirus conspiracy beliefs and age. An independent t-test established that unvaccinated individuals held greater coronavirus conspiracy beliefs than vaccinated ones. Conclusions: Interventions and campaigns addressing COVID-19 vaccine acceptance should employ strategies increasing individuals' perceived severity of COVID-19, perceived susceptibility, and perceived ability to get vaccinated, while decreasing perceived rewards of not getting vaccinated. Additionally, coronavirus conspiracy beliefs should be addressed, as these appear to play a role for some vaccine hesitant individuals. (C) 2021 Elsevier Ltd. All rights reserved.",,,,"; Ling, Jonathan/AAY-4098-2020","Eberhardt, Judith/0000-0003-0745-178X; Ling, Jonathan/0000-0003-2932-4474",,,,,,,,,,,,0264-410X,1873-2518,,,,OCT 8,2021,39,42,,,,,6269,6275,,10.1016/j.vaccine.2021.09.010,,,,,,,WOS:000705822100015,34535313,,,,,,,,
J,"Twum, KK; Ofori, D; Agyapong, GKQ; Yalley, AA",,,,"Twum, Kojo Kakra; Ofori, Daniel; Agyapong, Gloria Kakrabah-Quarshie; Yalley, Andrews Agya",,,Intention to Vaccinate against COVID-19: a Social Marketing perspective using the Theory of Planned Behaviour and Health Belief Model,JOURNAL OF SOCIAL MARKETING,,,,,,,,,,,,"Purpose This study examines the factors influencing intention to vaccinate against COVID-19 in a developing country context using the theory of planned behaviour (TPB) and health belief model (HBM). Design/methodology/approach Through a cross-sectional survey design, the study adopted a quantitative approach to data collection and analysis. The study used an online survey to collect data from 478 respondents eligible to take the COVID-19 vaccine in Ghana. Findings Attitude, social norm, perceived behavioural control, perceived susceptibility and cues to action were found to be predictors of COVID-19 vaccination intention. The results also showed that perceived severity, perceived benefits and perceived barriers did not predict COVID-19 vaccination intention. Practical implications To enhance the effectiveness of COVID-19 social marketing campaigns, social marketing theories such as the TPB and HBM can aid in assessing the intention of the target population to take the vaccines. An assessment of vaccination intention will help understand disease threat perception and behavioural evaluation. The consideration of the effect of demography on vaccination intention will aid in developing effective campaigns to satisfy the needs of segments. Originality/value This study adds to the limited research on understanding citizens' intention to vaccinate against COVID-19 by combining the TPB and HBM to predict vaccination intention. The study contributes towards the use of social marketing practices to enhance the efficacy of vaccination campaigns.",,,,,,,,,,,,,,,,,2042-6763,2042-6771,,,,,,,,,,,,,,,10.1108/JSOCM-04-2021-0085,,AUG 2021,,,,,WOS:000685275500001,,,,,,,,,
J,"Maraqa, B; Nazzal, Z; Rabi, R; Sarhan, N; Al-Shakhra, K; Al-Kaila, M",,,,"Maraqa, Beesan; Nazzal, Zaher; Rabi, Razan; Sarhan, Nafez; Al-Shakhra, Kamal; Al-Kaila, Mai",,,COVID-19 vaccine hesitancy among health care workers in Palestine: A call for action,PREVENTIVE MEDICINE,,,,,,,,,,,,"With the planned COVID-19 vaccine, vaccine hesitation is a great challenge, particularly for healthcare professionals. In this study, we examined the acceptance of the COVID-19 vaccine by health care workers, their concerns about it, and the reasons that might prevent them from getting vaccinated. We conducted a crosssectional study using an anonymous online survey from December 25, 2020, to January 6, 2021. The questionnaire consisted of demographic characteristics (age, gender, profession, sector, medical history, and general health), COVID-19 related knowledge, and personal history of influenza vaccination. The intention to get the vaccine once it is available was directly asked, and attitudes towards the diseases and the vaccine were studied using a four-point Likert scale statement based on the health belief model's constructs. The study included 1159 HCWs; 62.9% were females, and 52.5% were between the ages of 30-49 years. The intention to get vaccinated was only 37.8% [95%CI: 35.0%-40.6%], while 31.5% were undecided, and 30.7% planned to refuse it. Higher levels of intention were reported among males (OR; 2.7, 95%CI: 2.0-3.7), younger ages (OR 1.7, 95%CI: 1.1-2.8), physicians (OR; 2.9, 95%CI: 2.0-4.0), HCWs at non-governmental settings (OR; 1.4, 95%CI: 1.1-1.9), those who previously received the influenza vaccine (OR 4.0, 95%CI: 2.3-7.1), and those who had higher COVID-19 related knowledge (OR; 1.7, 95%CI: 2.3-7.1). In conclusion, vaccine acceptance among HCWs was much lower than expected, which would greatly diminish the role of vaccination in reducing the burden of the COVID-19 pandemic throughout the community.",,,,"Nazzal, Zaher/AAW-3875-2020","Nazzal, Zaher/0000-0002-2655-6109; Rabi, Razan/0000-0002-8078-3986",,,,,,,,,,,,0091-7435,1096-0260,,,,AUG,2021,149,,,,,,,,106618,10.1016/j.ypmed.2021.106618,,,,,,,WOS:000659230000001,33992654,,,,,,,,
J,"Kanyike, AM; Olum, R; Kajjimu, J; Ojilong, D; Akech, GM; Nassozi, DR; Agira, D; Wamala, NK; Asiimwe, A; Matovu, D; Nakimuli, AB; Lyavala, M; Kulwenza, P; Kiwumulo, J; Bongomin, F",,,,"Kanyike, Andrew Marvin; Olum, Ronald; Kajjimu, Jonathan; Ojilong, Daniel; Akech, Gabriel Madut; Nassozi, Dianah Rhoda; Agira, Drake; Wamala, Nicholas Kisaakye; Asiimwe, Asaph; Matovu, Dissan; Nakimuli, Ann Babra; Lyavala, Musilim; Kulwenza, Patricia; Kiwumulo, Joshua; Bongomin, Felix",,,Acceptance of the coronavirus disease-2019 vaccine among medical students in Uganda,TROPICAL MEDICINE AND HEALTH,,,,,,,,,,,,"Background COVID-19 is still a major global threat for which vaccination remains the ultimate solution. Uganda reported 40,751 cases and 335 deaths as of 9 April 2021 and started its vaccination program among priority groups like health workers, teachers, those with chronic diseases among others in early March 2021. Unanimous uptake of the COVID-19 vaccine is required to subsequently avert its spread; therefore, we assessed COVID-19 vaccine acceptability, hesitancy, and associated factors among medical students in Uganda. Methods This study employed an online descriptive cross-sectional survey among medical students across 10 medical schools in Uganda. A structured questionnaire via Google Form was conveniently sent to eligible participants via WhatsApp. Each medical school had a coordinator who consistently shared the data tool in the WhatsApp groups. Chi-square or Fisher's exact test, and logistic regression were used to assess the association between vaccine acceptability with demographics, COVID-19 risk perception, and vaccine hesitancy. Results We surveyed 600 medical students, 377 (62.8%) were male. COVID-19 vaccine acceptability was 37.3% and vaccine hesitancy 30.7%. Factors associated with vaccine acceptability were being male (adjusted odds ratio (aOR) = 1.9, 95% CI 1.3-2.9, p=0.001) and being single (aOR= 2.1, 95% CI 1.1-3.9, p=0.022). Very high (aOR= 3.5, 95% CI 1.7-6.9, p<0.001) or moderate (aOR =2.2, 95% CI 1.2-4.1, p=0.008) perceived risk of getting COVID-19 in the future, receiving any vaccine in the past 5 years (aOR= 1.6, 95% CI 1.1-2.5, p=0.017), and COVID-19 vaccine hesitancy (aOR 0.6, 95% CI 0.4-0.9, p=0.036). Conclusions This study revealed low levels of acceptance towards the COVID-19 vaccine among medical students, low self-perceived risks of COVID-19, and many had relied on social media that provided them with negative information. This poses an evident risk on the battle towards COVID-19 in the future especially when these future health professions are expected to be influencing decisions of the general public towards the same.",,,,"Olum, Ronald/AAR-4279-2020","Olum, Ronald/0000-0003-1289-0111; Kanyike, Andrew Marvin/0000-0002-8138-9083; Kajjimu, Jonathan/0000-0001-7348-4868; Ojilong, Daniel/0000-0001-5728-7346",,,,,,,,,,,,1348-8945,1349-4147,,,,MAY 13,2021,49,1,,,,,,,37,10.1186/s41182-021-00331-1,,,,,,,WOS:000650126700001,33985592,,,,,,,,
J,"Landicho-Guevarra, J; Renosa, MDC; Wachinger, J; Endoma, V; Aligato, MF; Bravo, TA; Landicho, J; Barnighausen, K; McMahon, SA",,,,"Landicho-Guevarra, Jhoys; Renosa, Mark Donald C.; Wachinger, Jonas; Endoma, Vivienne; Aligato, Mila F.; Bravo, Thea Andrea; Landicho, Jeniffer; Baernighausen, Kate; McMahon, Shannon A.",,,"Scared, powerless, insulted and embarrassed: hesitancy towards vaccines among caregivers in Cavite Province, the Philippines",BMJ GLOBAL HEALTH,,,,,,,,,,,,"Background Several studies have highlighted that vaccine hesitancy (VH) is among the most important threats to global health, especially in low- and middle-income countries, including the Philippines. However, there is a dearth of literature exploring family experiences of-or concerns related to-childhood vaccinations that gives voice to vaccine hesitant caregivers (VHCs) of small children. Here, we present insights from VHCs from the Philippines. Methods This research draws on in-depth interviews (IDIs) with 44 VHCs who had previously delayed or refused vaccination for their children in rural and urban communities in Cavite Province, the Philippines. Amid the COVID-19 pandemic, we conducted IDIs via an online platform of the respondents' choosing (ie, Facebook messenger call, Skype and Zoom). All interviews were recorded, transcribed, translated and analysed drawing from the tenets of constructivist grounded theory. We use the social ecological model to structure our results. Results Among the reasons for delay or refusal of childhood vaccinations, a fear of side effects emerged as the most salient concern, exacerbated by previous negative experiences (including trauma) from a dengue vaccine controversy in 2017. Respondents cited the dengue vaccine controversy as they expressed reluctance (regarding any new vaccines) and suspicion (towards school-based vaccination, the distribution channel used for the dengue vaccine). Heads of households opposing vaccines, perceptions that vaccines are non-essential and influences from the social and traditional media or neighbours contributed to further refusal and delay. Upon probing, VHCs recounted health system concerns particularly with regards to healthcare workers who are sometimes unable to answer their questions and can be dismissive or disrespectful regarding caregivers' concerns. Conclusion Understanding VH from the lens of VHCs highlights pathways for interventions to regain trust and bolster confidence towards vaccines. Our findings may serve as linchpins in the development of VH interventions aiming at changing behaviour on a population scale.",,,,,"McMahon, Shannon/0000-0002-8634-9283; Wachinger, Jonas/0000-0002-5480-3138; Landicho, Jeniffer/0000-0002-4261-9296; Renosa, Mark Donald/0000-0002-7414-7174; Aligato, Mila/0000-0002-5862-5324",,,,,,,,,,,,2059-7908,,,,,SEP,2021,6,9,,,,,,,e006529,10.1136/bmjgh-2021-006529,,,,,,,WOS:000697843700003,34475024,,,,,,,,
J,"Kumar, S; Sarma, P; Kaur, H; Prajapat, M; Bhattacharyya, A; Avti, P; Sehkhar, N; Kaur, H; Bansal, S; Mahendiratta, S; Mahalmani, VM; Singh, H; Prakash, A; Kuhad, A; Medhi, B",,,,"Kumar, Subodh; Sarma, Phulen; Kaur, Hardeep; Prajapat, Manisha; Bhattacharyya, Anusuya; Avti, Pramod; Sehkhar, Nishant; Kaur, Harpinder; Bansal, Seema; Mahendiratta, Saniya; Mahalmani, Vidya M.; Singh, Harvinder; Prakash, Ajay; Kuhad, Anurag; Medhi, Bikash",,,"Clinically relevant cell culture models and their significance in isolation, pathogenesis, vaccine development, repurposing and screening of new drugs for SARS-CoV-2: a systematic review",TISSUE & CELL,,,,,,,,,,,,"Background: In-Vitro/Cellular evidence is the backbone and vital proof of concept during the development of novel therapeutics as well as drugs repurposing against COVID-19. Choosing an ideal in-vitro model is vital as the virus entry is through ACE2, CD147, and TMPRSS2 dependant and very specific. In this regard, this is the first systematic review addressing the importance of specific cell lines used as potential in-vitro models in the isolation, pathogenesis, and therapeutics for SARS COV-2. Methods: We searched 17 literature databases with appropriate keywords, and identified 1173 non-duplicate studies. In the present study, 71 articles are included after a careful, thorough screening of the titles and their abstracts for possible inclusion using predefined inclusion/exclusion criteria (PRISMA Guidelines). Results: In the current study, we compiled cell culture-based studies for SARS-CoV-2 and found the best compatible In-Vitro models for SARS-CoV-2 (Vero, VeroE6, HEK293 as well as its variants, Huh-7, Calu-3 2B4, and Caco2). Among other essential cell lines used include LLC-MK2, MDCKII, BHK-21, HepG2, A549,T cell leukemia (MT-2), stems cells based cell line DYR0100for differentiation assays, and embryo-specific NIH3T3 cell line for vaccine production. Conclusion: The Present study provides a detailed summary of all the drugs/compounds screened for drug repurposing and discovery purpose using the in-vitro models for SARS-CoV-2 along with isolation, pathogenesis and vaccine production. This study also suggests that after careful evaluation of all the cell line based studies, Kidney cells (VeroE6, HEK293 along with their clones), liver Huh-7cells, respiratory Calu-3 cells, and intestinal Caco-2 are the most widely used in-vitro models for SARS-CoV-2.",,,,"Avti, Pramod/D-5303-2012; Mahalmani, Vidya/AAX-5329-2020","Avti, Pramod/0000-0001-5603-4523; Mahalmani, Vidya/0000-0003-1065-5863; Kumar, Dr Subodh/0000-0003-0553-387X",,,,,,,,,,,,0040-8166,,,,,JUN,2021,70,,,,,,,,101497,10.1016/j.tice.2021.101497,,,,,,,WOS:000656157800003,33550034,,,,,,,,
J,"Schmidt, A; Helgers, H; Vetter, FL; Juckers, A; Strube, J",,,,"Schmidt, Axel; Helgers, Heribert; Vetter, Florian Lukas; Juckers, Alex; Strube, Jochen",,,"Digital Twin of mRNA-Based SARS-COVID-19 Vaccine Manufacturing towards Autonomous Operation for Improvements in Speed, Scale, Robustness, Flexibility and Real-Time Release Testing",PROCESSES,,,,,,,,,,,,"Supplying SARS-COVID-19 vaccines in quantities to meet global demand has a bottleneck in manufacturing capacity. Assessment of existing mRNA (messenger ribonucleic acid) vaccine processing shows the need for digital twins enabled by process analytical technology approaches to improve process transfers for manufacturing capacity multiplication, reduction of out-of-specification batch failures, qualified personnel training for faster validation and efficient operation, optimal utilization of scarce buffers and chemicals, and faster product release. A digital twin of the total pDNA (plasmid deoxyribonucleic acid) to mRNA process is proposed. In addition, a first feasibility of multisensory process analytical technology (PAT) is shown. Process performance characteristics are derived as results and evaluated regarding manufacturing technology bottlenecks. Potential improvements could be pointed out such as dilution reduction in lysis, and potential reduction of necessary chromatography steps. 1 g pDNA may lead to about 30 g mRNA. This shifts the bottleneck towards the mRNA processing step, which points out co-transcriptional capping as a preferred option to reduce the number of purification steps. Purity demands are fulfilled by a combination of mixed-mode and reversed-phase chromatography as established unit operations on a higher industrial readiness level than e.g., precipitation and ethanol-chloroform extraction. As a final step, lyophilization was chosen for stability, storage and transportation logistics. Alternative process units like UF/DF (ultra-/diafiltration) integration would allow the adjustment of final concentration and buffer composition before lipid-nano particle (LNP) formulation. The complete digital twin is proposed for further validation in manufacturing scale and utilization in process optimization and manufacturing operations. The first PAT results should be followed by detailed investigation of different batches and processing steps in order to implement this strategy for process control and reliable, efficient operation.",,,,"Schmidt, Axel/J-2733-2017","Schmidt, Axel/0000-0002-3750-470X",,,,,,,,,,,,,2227-9717,,,,MAY,2021,9,5,,,,,,,748,10.3390/pr9050748,,,,,,,WOS:000654551600001,,,,,,,,,
