Number,Author Full Names,Article Title,Source Title,Abstract,Publication Date,Publication Year,Volume,Issue,Early Access Date,UT (Unique WOS ID),Pubmed Id,Survey,N,Relevant,Rel_2
1059,"Wang, Kailu; Wong, Eliza Lai-Yi; Ho, Kin-Fai; Cheung, Annie Wai-Ling; Yau, Peter Sen-Yung; Dong, Dong; Wong, Samuel Yeung-Shan; Yeoh, Eng-Kiong","Change of Willingness to Accept COVID-19 Vaccine and Reasons of Vaccine Hesitancy of Working People at Different Waves of Local Epidemic in Hong Kong, China: Repeated Cross-Sectional Surveys",VACCINES,"Vaccine hesitancy is among the major threats to the effectiveness of vaccination programmes. This study aimed to report the trend in response to willingness to accept the COVID-19 vaccine between two waves of the local epidemic and examine differences among occupations. Two cross-sectional surveys were conducted online during the first wave (February) and third wave (August to September) of the local epidemic in 2020. Acceptance of the COVID-19 vaccine was measured along with personal protection behaviours and occupations. A total of 2047 participants provided valid responses. The willingness to accept the COVID-19 vaccine among the participants was lower in the third wave (34.8%) than the first wave (44.2%). There were more concerns over vaccine safety in the third wave. Clerical/service/sales workers were less likely to accept the vaccine (adjusted odds ratio: 0.62, 95% confidence interval: 0.43-0.91). A high-level compliance of facemask wearing was found, and more people maintained social distancing and used alcohol hand rub in the third wave. Decreasing willingness to accept the COVID-19 vaccine may be associated with increasing concerns about vaccine safety and growing compliance of personal protection behaviours. The rush of vaccine development with higher risks of safety issues may jeopardize the public's trust and lower uptake rates. Education and favourable policy should be provided to the general working population for the vaccination, especially for those who are not professional and are frequently exposed to crowds.",JAN,2021,9,1,,WOS:000610811600001,33477725,yes,2000,"2(spec. focus = occupations, local somewhere)",2
1060,"Akarsu, Busra; Canbay ozdemir, Dilara; Ayhan Baser, Duygu; Aksoy, Hilal; Fidanci, Izzet; Cankurtaran, Mustafa","While studies on COVID-19 vaccine is ongoing, the public's thoughts and attitudes to the future COVID-19 vaccine",INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,"Objective In this study, we aim to investigate the thoughts and attitudes of individuals towards the future COVID-19 vaccine. Methods This descriptive study was carried out on the web between 10/06/2020 and 10/07/2020. The sample constitutes all individuals above 18 years of age using social media and smartphone. The e-survey form was shared by the researchers via the web for a month, and those who completed the survey were included in the study and formed the sample of the research. Results Seven-hundred and fifty-nine people participated. 49.7% of the participants stated to be vaccinated; 38.4% of them stated to be vaccinated their children against COVID-19; if the vaccine for COVID-19 is developed. The request for the COVID-19 vaccine had relationship with gender, occupation, health insurance, anxiety level, having children and willing to get vaccinated for their children. Afraid of the side effects of vaccine, don't think it can be reliable as it will be a new vaccine and COVID-19 infection is a biological weapon and the vaccine will serve those who produce this virus were the most common reasons for rejection of vaccine. Conclusion In our study, afraid of the side effects of vaccine and not thinking it can be reliable as it will be a new vaccine are the most reasons of indecision and rejection about COVID 19 vaccine. In order for the future COVID 19 vaccination campaign to not fail, media, politicians and healthcare professionals should closely follow the vaccination development processes, inform the public transparently and consider public's concerns.",APR,2021,75,4,DEC 2020,WOS:000600027600001,33278857,,,,
1061,"Shahnazi, Hossein; Ahmadi-Livani, Maryam; Pahlavanzadeh, Bagher; Rajabi, Abdolhalim; Hamrah, Mohammad Shoaib; Charkazi, Abdurrahman","Assessing preventive health behaviors from COVID-19: a cross sectional study with health belief model in Golestan Province, Northern of Iran",INFECTIOUS DISEASES OF POVERTY,"Background Coronavirus disease 2019 (COVID-19) is a new viral disease that has caused a pandemic in the world. Due to the lack of vaccines and definitive treatment, preventive behaviors are the only way to overcome the disease. Therefore, the present study aimed to determine the preventive behaviors from the disease based on constructs of the health belief model. Methods In the present cross-sectional study during March 11-16, 2020, 750 individuals in Golestan Province of Iran were included in the study using the convenience sampling and they completed the questionnaires through cyberspace. Factor scores were calculated using the confirmatory factor analysis. The effects of different factors were separately investigated using the univariate analyses, including students sample t-test, ANOVA, and simple linear regression. Finally, the effective factors were examined by the multiple regression analysis at a significant level of 0.05 and through Mplus 7 and SPSS 16. Results The participants' mean age was 33.9 +/- 9.45 years; and 57.1% of them had associate and bachelor's degrees. Multiple regression indicated that the mean score of preventive behavior from COVID-19 was higher in females than males, and greater in urban dwellers than rural dwellers. Furthermore, one unit increase in the standard deviation of factor scores of self-efficacy and perceived benefits increased the scores of preventive behavior from COVID-19 by 0.22 and 0.17 units respectively. On the contrary, one unit increase in the standard deviation of factor score of perceived barriers and fatalistic beliefs decreased the scores of the preventive behavior from COVID-19 by 0.36 and 0.19 units respectively. Conclusions Results of the present study indicated that female gender, perceived barriers, perceived self-efficacy, fatalistic beliefs, perceived interests, and living in city had the greatest preventive behaviors from COVID-19 respectively. Preventive interventions were necessary among males and villagers.",DEC 17,2020,9,1,,WOS:000590233600001,33203453,,,,
1062,"Grauer, Jens; Loewen, Hartmut; Liebchen, Benno",Strategic spatiotemporal vaccine distribution increases the survival rate in an infectious disease like Covid-19,SCIENTIFIC REPORTS,"Present hopes to conquer the Covid-19 epidemic are largely based on the expectation of a rapid availability of vaccines. However, once vaccine production starts, it will probably take time before there is enough vaccine for everyone, evoking the question how to distribute it best. While present vaccination guidelines largely focus on individual-based factors, i.e. on the question to whom vaccines should be provided first, e.g. to risk groups or to individuals with a strong social-mixing tendency, here we ask if a strategic spatiotemporal distribution of vaccines, e.g. to prioritize certain cities, can help to increase the overall survival rate of a population subject to an epidemic disease. To this end, we propose a strategy for the distribution of vaccines in time and space, which sequentially prioritizes regions with the most new cases of infection during a certain time frame and compare it with the standard practice of distributing vaccines demographically. Using a simple statistical model we find that, for a locally well-mixed population, the proposed strategy strongly reduces the number of deaths (by about a factor of two for basic reproduction numbers of R0 similar to 1.5-4 and by about 35% for R0 similar to 1). The proposed vaccine distribution strategy establishes the idea that prioritizing individuals not only regarding individual factors, such as their risk of spreading the disease, but also according to the region in which they live can help saving lives. The suggested vaccine distribution strategy can be tested in more detailed models in the future and might inspire discussions regarding the importance of spatiotemporal distribution rules for vaccination guidelines.",DEC 9,2020,10,1,,WOS:000608956800018,33299029,,,,
1063,"Rana, Md. Masud; Karim, Md. Reazul; Wadood, Md. Abdul; Kabir, Md. Mahbubul; Alam, Md. Mahidul; Yeasmin, Farhana; Islam, Md. Rafiqul",Knowledge of prevention of COVID-19 among the general people in Bangladesh: A cross-sectional study in Rajshahi district,PLOS ONE,"Background Until now, no vaccine or effective drug is available for the control, prevention, and treatment of COVID-19. Preventive measures are the only ways to be protected from the disease and knowledge of the people about the preventive measures is a vital matter. Objectives The aim of the study was to assess the knowledge of the general people in Rajshahi district, Bangladesh regarding the COVID-19 preventive measures. Methodology This cross sectional study was conducted from March 10 to April 25, 2020. Data were collected with a semi-structured questionnaire from 436 adult respondents selected by using a mixed sampling technique. Frequency analysis, chi-square test, and logistic regression model were utilized in this study. SPSS (IBM, Version 22) was used for data analysis. 95% confidence interval and p-value = 0.05 were accepted for statistical significance. Results Only 21.6% of the respondents had good knowledge of the COVID-19 preventive measures. The highest 67.2% of them knew that washing hands with soap could prevent the disease, but contrarily, the highest 72.5% did not know that avoidance of touching mouth, nose, and eyes without washing hands was a preventive measure. Only 28.4% and 36.9% of the respondents knew that maintaining physical distancing and avoiding mass gatherings were measures of prevention of COVID-19 respectively. The younger age (<= 25 years), low family income (<= 15,000 Bangladeshi Taka (BDT), occupation others than business and service, and nuclear family had the lower odds of having no/less knowledge about the preventive measures. Conclusions The knowledge level of the general people regarding prevention of COVID-19 was alarmingly low in Bangladesh. The government of Bangladesh, health policy makers and donor agencies should consider the findings and take immediate steps for improving knowledge of the public about prevention of the disease.",DEC 9,2020,15,12,,WOS:000598626100057,33296403,,,,
1064,"Onosakponome, E. O.; Wogu, M. N.","The Role of Sex in Malaria-COVID19 Coinfection and Some Associated Factors in Rivers State, Nigeria",JOURNAL OF PARASITOLOGY RESEARCH,"Objectives. Data on the coinfection of malaria and COVID-19 is highly limited especially in Africa due to the novel nature of the pandemic COVID-19. Malaria and COVID-19 share striking similarities in their symptoms. A cross-sectional randomized study was conducted to investigate the role of sex in the coinfection of malaria and COVID-19 as well as some associated factors in Rivers State, Nigeria. Methods. Ethical approval was obtained from the Rivers State Health and Ethics Committee before the commencement of this study, and the study was conducted at the COVID-19 Treatment Center Medical Laboratory, Rivers State, Nigeria. Intravenous blood samples from three hundred randomly selected consenting study participants were examined for Plasmodium species using Giemsa microscopy, while pretested questionnaires were used to obtain data on sex, risk factors, and symptoms. All data generated were analyzed statistically using the Chi-square test with a P<0.05 value considered significant. Results. All study participants had Plasmodium species (100% prevalence) with varying parasite loads, and P. falciparum was the only species observed. Study participants (irrespective of sex) with low and high parasitaemia had the highest and least prevalence, respectively (P>0.05). Male study participants experienced more symptoms than females (P>0.05) except for sore throat which had an equal value among males and females. Travel history was the only risk factor that showed significant association with sex, and males had a higher value than females (P<0.05). Conclusion. Malaria and COVID-19 are major public health issues in Nigeria; more researches on these diseases especially in epidemiology, pathology, diagnosis, treatment, and vaccine production are vital.",DEC 7,2020,2020,,,WOS:000601115700001,33354370,,,,
1065,"Caban-Martinez, Alberto J.; Schaefer-Solle, Natasha; Santiago, Katerina; Louzado-Feliciano, Paola; Brotons, Angel; Gonzalez, Marco; Issenberg, S. Barry; Kobetz, Erin",Epidemiology of SARS-CoV-2 antibodies among firefighters/paramedics of a US fire department: a cross-sectional study,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,"Objectives We estimate the point seroprevalence of SARS-CoV-2 antibodies in the frontline firefighter/paramedic workforce of a South Florida fire department located in the epicentre of a State outbreak. Methods A cross-sectional study design was used to estimate the point seroprevalence of SARS-CoV-2 antibodies using a rapid immunoglobulin (Ig)M-IgG combined point-of-care lateral flow immunoassay among frontline firefighters/paramedics collected over a 2-day period, 16-17 April 2020. Fire department personnel were emailed a survey link assessing COVID-19 symptoms and work exposures the day prior to the scheduled drive-through antibody testing at a designated fire station. Off-duty and on-duty firefighter/paramedic personnel drove through the fire station/training facility in their personal vehicles or on-duty engine/rescue trucks for SARS-CoV-2 antibody testing. Results Among the 203 firefighters/paramedics that make up the fire department workforce, 18 firefighters/paramedics (8.9%) tested positive for SARS-CoV-2 antibodies, of which 8 firefighters/paramedics (3.9%) were IgG positive only, 8 (3.9%) were IgM positive only and 2 (0.1%) were IgG/IgM positive. The positive predictive value (PPV) of the serological test is estimated to be 33.2% and the negative predictive value is 99.3%. The average number of COVID-19 case contacts (ie, within 6 feet of an infected person (laboratory-confirmed or probable COVID-19 patient) for >= 15 min) experienced by firefighters/paramedics was higher for those with positive serology compared with those with negative (13.3 cases vs 7.31 cases; p=0.022). None of the antibody positive firefighters/paramedics reported receipt of the annual influenza vaccine compared with firefighters/paramedics who tested negative for SARS-CoV-2 antibodies (0.0% vs 21.0%; p=0.027). Conclusion Rapid SARS-CoV-2 IgM-IgG antibody testing documented early-stage and late-stage infection in a firefighter workforce providing insight to a broader medical surveillance project on return to work for firefighters/paramedics. Given the relatively low PPV of the serological test used in this study back in April 2020, caution should be used in interpreting test results.",DEC,2020,77,12,,WOS:000591820000007,32764107,,,,
1066,"Jiang, Ruichen","Knowledge, attitudes and mental health of university students during the COVID-19 pandemic in China",CHILDREN AND YOUTH SERVICES REVIEW,"Background: Little is known about the psychological impact of COVID-19 on university students during the disease outbreak in China, but this information is important for the development of services to support these students who are typically in their early 20s. Thus, the aim of this study was to examine university students' knowledge, attitudes, and mental health status during the COVID-19 pandemic in China. Methods: On February 10, 2020 and during the second week of national lockdown, 511 students from a university in China were assessed using the COVID-19 General Information Questionnaire and the Symptom Checklist 90 (SCL-90) questionnaire. To understand the mental health status of the current sample, we compared it with the normal population. Results: Four hundred and seventy-two valid questionnaires were collected. In total, 11% of respondents reported confirmed COVID-19 cases in their hometowns or communities. In view of students' knowledge about COVID-19, 56% had sufficient knowledge of typical symptoms of COVID-19, and 41% knew a lot about prevention methods for the future pandemic. In terms of the risk perceptions, 57% had experienced considerable fear of this disease, and 19% perceived a high risk of becoming infected. In terms of attitudes towards the COVID-19 pandemic, 63% felt positive about its development (i.e., it was generally under control), and 92% declared that they were willing to be vaccinated against COVID-19. The scores for somatization, obsessive-compulsive disorder, interpersonal sensitivity, anxiety, phobic anxiety, paranoid ideation, and the general severity index were significantly increased compared with the norm (p < 0.001). However, no differences in the scores for depression, hostility and psychoticism were noted (p > 0.05). Conclusion: University students possessed insufficient COVID-19 knowledge and high-risk perceptions. The COVID-19 pandemic impacted the mental health of university students. Social support and targeted interventions tailored to university students should be provided during such an outbreak, and university administration should strengthen the cultivation of students' mental toughness using standard teaching processes.",DEC,2020,119,,,WOS:000601330800011,33518860,yes,500,2(spec. pop = Chinese University Students).,2
1067,"Ma, Lihua; Liu, Hui; Tao, Zhang; Jiang, Ning; Wang, Song; Jiang, Xiaolian","Knowledge, Beliefs/Attitudes, and Practices of Rural Residents in the Prevention and Control of COVID-19: An Online Questionnaire Survey",AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,"The outbreak of COVID-19 quickly spread to 184 countries and regions around the world. It has drawn great attention from the WHO and was declared an international public health emergency on January 31, 2020. Because the population is generally susceptible to the virus, there are no effective drugs and vaccines, and active participation of the entire population in self-protection and self-isolation has become the key to cutting off transmission routes and effectively controlling the epidemic. A self-designed questionnaire to assess residents' knowledge, attitudes, and behaviors related to COVID-19 prevention and control used the Questionnaire Star service platform, and snowball sampling was used to invite rural residents to complete the questionnaire on WeChat. A total of 554 valid questionnaires were collected. Rural residents' average scores on knowledge, attitudes, and behaviors regarding prevention and control were 40 +/- 7 (total of 50 points), 45 +/- 3 (total of 52 points), and 92 +/- 12 (total of 127 points), respectively. A lack of protective materials and weak awareness of prevention and control are the greatest difficulties and challenges experienced by rural residents during the epidemic. Accordingly, social support services, such as public transportation plans, supply chains for living materials, and orderly returns to work, need to be strengthened. Moreover, new infectious disease control is not only atask for individuals but also a global issue. It is of great significance to guarantee information transparency and enhance health risk communication.",DEC,2020,103,6,,WOS:000605084900039,33124537,yes,500,9(no vacc).,9
1068,"Matsuba, Ikuro; Hatori, Nobuo; Koido, Norihiko; Watanabe, Yoshiyuki; Ebara, Futoshi; Matsuzawa, Yoko; Nishikawa, Tetsuo; Kunishima, Tomoyuki; Degawa, Hisakazu; Nishikawa, Masanori; Ono, Yoshiaki; Kanamori, Akira",Survey of the current status of subclinical coronavirus disease 2019 (COVID-19),JOURNAL OF INFECTION AND CHEMOTHERAPY,"Objectives: We investigated relationships between subclinical COVID-19 (coronavirus disease 2019) and background factors. Methods: We determined SARS-CoV-2 antibody (IgG) prevalence in 1603 patients, doctors, and nurses in 65 medical institutions in Kanagawa Prefecture, Japan and investigated their background factors. Antibodies (IgG) against SARS-CoV-2 were analyzed by Immunochromatographic test. Results: The 39 subjects (2.4%) were found to be IgG antibody-positive: 29 in the patient group (2.9%), 10 in the doctor/nurse group (2.0%), and 0 in the control group. After adjustment for age, sex, and the antibody prevalence in the control group, antibody prevalence was 2.7% in the patient group and 2.1% in the doctor/nurse group. There was no significant difference between the antibody-positive subjects and the antibody-negative subjects in any background factors investigated including overseas travel, contact with overseas travelers, presence/absence of infected individuals in the living area, use of trains 5 times a week or more, BCG vaccination, and use of ACE inhibitor and ARB. Conclusions: Antibody prevalence in the present survey at medical institution is higher than that in Tokyo and in Osaka measured by the government suggesting that subclinical infections are occurring more frequently than expected. No background factor that influenced antibody-positive status due to subclinical infection was identified. (c) 2020 Japanese Society of Chemotherapy and The Japanese Association for Infectious Diseases. Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).",DEC,2020,26,12,,WOS:000579438400011,32958395,,,9,9
1069,"Mustafa, Ruba M.; Alshali, Ruwaida Z.; Bukhary, Dalea M.","Dentists' Knowledge, Attitudes, and Awareness of Infection Control Measures during COVID-19 Outbreak: A Cross-Sectional Study in Saudi Arabia",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"As antiviral vaccines are still pending for the COVID-19 disease, improving dentists' knowledge and prevention measures is important. This study aimed to assess dentists' knowledge, attitude, and perception of COVID-19 in Saudi Arabia during the early outbreak period. In addition, infection control measures for dental setting were also assessed. Online questionnaire was distributed to dentists in different regions of Saudi Arabia when COVID-19 outbreak in Saudi Arabia was at its beginning. The questionnaire was assessing demographic variables, knowledge, attitude, risk perception, and preparedness towards COVID-19. Questions regarding infection control measures were also included. The correct incubation period of the virus was recognized by 43% of participants. Fever, cough, and shortness of breath were the mostly recognized symptoms for COVID-19 (98.9%, 95.5%, and 93.3% respectively). Participants in age groups >= 60, 50-59, and 20-29 years old were more likely to perceive COVID-19 as a very dangerous disease compared to 30-39 and 40-49 age groups. Dentists in Saudi Arabia showed satisfactory knowledge and positive attitude towards COVID-19. Improving dentists' level of knowledge could be achieved through increasing their accessibility to materials provided by dental health care authorities, which specifies the best and safest approaches for dealing with patients during and after the outbreak.",DEC,2020,17,23,,WOS:000597547100001,33287344,,,,
1070,"Neugebauer, Michael; Ebert, Matthias; Vogelmann, Roger",Evaluation of the new German measles protection act: An online survey,ZEITSCHRIFT FUR EVIDENZ FORTBILDUNG UND QUALITAET IM GESUNDHEITSWESEN,"Introduction: The current COVID-19 pandemic reveals the dangerousness of infectious diseases and the threats we face. Often however, effective vaccinations are carried out insufficiently. In March 2020, the German measles protection law was introduced to raise the level of population (herd) immunity to over 95 %. Methods: An anonymous online survey was conducted among the population on the Measles Protection Act with self-declarations on measles vaccination/illness of participants and their children and evaluation of various sanctions. Results: 1,594 adults participated. 19.3 % were affected by the law. Of these, only 77.5 % were immune to measles, 14.0 % wanted to be fully vaccinated when the law came into force, which would lead to 91.5 % immunity. Assuming that participants with unclear vaccination status or measles disease are immune, an immunity of > 95 % can be achieved. 86.4 % of the children (aged 2 to 17 years) had developed immunity. Parents' willingness to have their children vaccinated because of the sanctions provided for in the Measles Protection Act was only 0.8 %. Conclusion: The level of immunity to measles in adults and children was under 95 % in our study. The sanctions of the Measles Protection Act are a greater incentive for adults to undergo measles vaccination than for parents. Strategies to increase immunity with the target group of parents should continue to be pursued.",DEC,2020,158,,,WOS:000604317900013,33229255,,,,
1071,"Okuhara, Tsuyoshi; Okada, Hiroko; Kiuchi, Takahiro",Predictors of Staying at Home during the COVID-19 Pandemic and Social Lockdown based on Protection Motivation Theory: A Cross-Sectional Study in Japan,HEALTHCARE,"During the COVID-19 pandemic, a social lockdown should be put in place and individuals should stay at home. Behavioral change is the only way to prevent the pandemic and overwhelmed healthcare systems until vaccines are available. We aimed to examine the psychological factors that predict staying at home during the COVID-19 pandemic and social lockdown. A total of 1980 participants in Japan completed a survey for this study from 9 to 11 May 2020, when the state of emergency covered all prefectures in the country. Self-reported behavior in terms of staying at home, the perceived severity of the pandemic, vulnerability to the pandemic, response efficacy, and self-efficacy based on protection motivation theory were assessed. Multiple regression analysis showed that perceived severity (standardized beta = 0.11, p < 0.001) and self-efficacy (standardized beta = 0.32, p < 0.001) significantly predicted greater levels of staying at home, after controlling for socio-demographics. However, perceived vulnerability and response efficacy did not. To encourage people to stay at home during the pandemic and social lockdown, increasing the perceived severity of infection by COVID-19 and self-efficacy in terms of exercising restraint with respect to going out may consequently encourage people to stay at home.",DEC,2020,8,4,,WOS:000601518300001,33187368,,,,
1072,"Palmer, Carl L.; Peterson, Rolfe D.",Toxic Mask-ulinity: The Link between Masculine Toughness and Affective Reactions to Mask Wearing in the COVID-19 Era,POLITICS & GENDER,"The COVID-19 pandemic has altered numerous elements of social, political, and economic life. Mask wearing is arguably an essential component of the new normal until substantial progress is made on a vaccine. However, though evidence suggests the practice is a positive for public health and limiting the transmission of COVID-19, there is variation in attitudes toward and practices of mask wearing. Specifically, there appears to be a sex-based divide in mask wearing, with men more likely to resist wearing masks. Utilizing an original survey, we test the correlation between masculinity and mask wearing. We find that identification with norms of masculinity has a significant influence on affective responses toward mask wearing.",DEC,2020,16,4,,WOS:000603966800015,,,,,
1073,"Chiroma, Haruna; Ezugwu, Absalom E.; Jauro, Fatsuma; Al-Garadi, Mohammed A.; Abdullahi, Idris N.; Shuib, Liyana",Early survey with bibliometric analysis on machine learning approaches in controlling COVID-19 outbreaks,PEERJ COMPUTER SCIENCE,"Background and Objective: The COVID-19 pandemic has caused severe mortality across the globe, with the USA as the current epicenter of the COVID-19 epidemic even though the initial outbreak was in Wuhan, China. Many studies successfully applied machine learning to fight COVID-19 pandemic from a different perspective. To the best of the authors' knowledge, no comprehensive survey with bibliometric analysis has been conducted yet on the adoption of machine learning to fight COVID-19. Therefore, the main goal of this study is to bridge this gap by carrying out an in-depth survey with bibliometric analysis on the adoption of machine learning-based technologies to fight COVID-19 pandemic from a different perspective, including an extensive systematic literature review and bibliometric analysis. Methods: We applied a literature survey methodology to retrieved data from academic databases and subsequently employed a bibliometric technique to analyze the accessed records. Besides, the concise summary, sources of COVID-19 datasets, taxonomy, synthesis and analysis are presented in this study. It was found that the Convolutional Neural Network (CNN) is mainly utilized in developing COVID-19 diagnosis and prognosis tools, mostly from chest X-ray and chest CT scan images. Similarly, in this study, we performed a bibliometric analysis of machine learning-based COVID-19 related publications in the Scopus and Web of Science citation indexes. Finally, we propose a new perspective for solving the challenges identified as direction for future research. We believe the survey with bibliometric analysis can help researchers easily detect areas that require further development and identify potential collaborators. Results: The findings of the analysis presented in this article reveal that machine learning-based COVID-19 diagnose tools received the most considerable attention from researchers. Specifically, the analyses of results show that energy and resources are more dispenses towards COVID-19 automated diagnose tools while COVID-19 drugs and vaccine development remains grossly underexploited. Besides, the machine learning-based algorithm that is predominantly utilized by researchers in developing the diagnostic tool is CNN mainly from X-rays and CT scan images. Conclusions: The challenges hindering practical work on the application of machine learning-based technologies to fight COVID-19 and new perspective to solve the identified problems are presented in this article. Furthermore, we believed that the presented survey with bibliometric analysis could make it easier for researchers to identify areas that need further development and possibly identify potential collaborators at author, country and institutional level, with the overall aim of furthering research in the focused area of machine learning application to disease control.",NOV 23,2020,,,,WOS:000591935700001,33816964,,,,
1074,"Porcari, Desiree E.; Palmer, Katie; Spalletta, Gianfranco; Ciullo, Valentina; Banaj, Nerisa",A Survey for Examining the Effects of COVID-19 and Infection Control Measures in Older Persons With Mild Cognitive Impairment and Dementia and Their Caregivers,FRONTIERS IN PSYCHIATRY,"Background: During the first wave of the COVID-19 pandemic, many non-urgent outpatient services in Italy were closed due to the Government-enforced lockdown period. So far, little is known about what effect the pandemic, quarantine measures, and reductions in medical services had on people with cognitive impairment and their caregivers. Objectives: To develop two versions (i.e., patients and informants/caregivers) of a survey designed to assess the impact of the COVID-19 pandemic during the first Italian lockdown period (11 March -4 May 2020) on Memory Clinic outpatients with Mild Cognitive Impairment (MCI) or dementia, and their caregivers. Design: Psychiatrists, neuropsychologists, and epidemiologists developed two versions: one for patients with Mild Cognitive Impairment and other cognitive disorders, the other for their relatives and/or caregivers. Each version of the survey includes five sections: (a) socio-demographic information and access to technology devices; (b) individual COVID-19 protection methods; (c) knowledge about COVID-19; (d) the effect of COVID-19 on daily life; and (e) the effect of COVID-19 on emotional state. Conclusion: Until an effective vaccine is developed it is likely that future waves of COVID-19 will result in shielding of vulnerable older adults. We believe that this instrument will be useful as a tool to collect information and help clinicians to promptly respond to changes in patients' cognitive, psychiatric, and somatic health needs, and to help for future planning in possible subsequent quarantine periods.",NOV 16,2020,11,,,WOS:000593945300001,33304288,,,,
1075,"Hwang, Juwon",Health Information Sources and the Influenza Vaccination: The Mediating Roles of Perceived Vaccine Efficacy and Safety,JOURNAL OF HEALTH COMMUNICATION,"Although the influenza vaccine is widely recognized as an effective preventive measure, influenza vaccination rates among U.S. adults remain low. Moreover, influenza-related respiratory illnesses may increase the risk of adverse outcomes of COVID-19. Thus, this study examines the mechanisms involved in influenza vaccination uptake. Specifically, this study investigates how health information sources are associated with perceived vaccine efficacy and safety, which, in turn, associated with influenza vaccine uptake. Analyzing cross-sectional survey data from a national U.S. adult sample (N = 19,420), mediation analyses were conducted. Results revealed that considering vaccine efficacy, health information seekers who assigned more value to medical professionals, medical journals, and newspaper articles were more likely to perceive a vaccine as effective, thus being more likely to receive the influenza vaccine. By contrast, individuals who placed more value in social media were less likely to perceive vaccine efficacy, and, in turn, were less likely to get the influenza vaccine. Turning to vaccine safety, the value ascribed to medical professionals was positively associated with vaccine safety, which, in turn, related to influenza vaccine uptake. By contrast, social media, family or friends, and promotions were negatively associated with vaccine safety, and then influenza vaccine uptake.",SEP 1,2020,25,9,NOV 2020,WOS:000589107100001,33186091,,,,
1076,"Garavaglia, Christian; Sancino, Alessandro; Trivellato, Benedetta",Italian mayors and the management of COVID-19: adaptive leadership for organizing local governance,EURASIAN GEOGRAPHY AND ECONOMICS,"Drawing on a survey of 25 mayors of municipalities belonging to the Metropolitan City of Milan, Italy this paper presents an investigation into the main problems they faced during Phase 1 (lockdown) and Phase 2 (post-lockdown, pre-vaccine); the leadership actions they implemented in Phases 1 and 2; and the leadership actions they would prioritize in case of a new emergency. The results contribute to the building of knowledge on local governance and leadership models - specifically regarding conditions of emergency. Four key issues emerged: (i) the importance of adaptive leadership and of anticipatory governance frameworks aimed at providing direction in situations of emergency (e.g. what to do in case of scarce mask availability and/or of local coronavirus disease 2019 [COVID-19] hotspots); (ii) the importance of promoting institutional spaces for cooperation and collaboration with citizens in their role as volunteers and of other organizational stakeholders willing to contribute to public value co-creation; (iii) the role of technology as an enabler and medium for sharing information and crowdsourcing resources; and (iv) the importance of safe and trusted platforms for knowledge sharing among the mayors and with the relevant organizational stakeholders.",JAN 2,2021,62,1,NOV 2020,WOS:000587533600001,,,,,
1077,"Vai, Benedetta; Cazzetta, Silvia; Ghiglino, Davide; Parenti, Lorenzo; Saibene, Giacomo; Toti, Michelle; Verga, Chiara; Wykowska, Agnieszka; Benedetti, Francesco",Risk Perception and Media in Shaping Protective Behaviors: Insights From the Early Phase of COVID-19 Italian Outbreak,FRONTIERS IN PSYCHOLOGY,"In the absence of target treatments or vaccination, the SARS-CoV-2 pandemic can be impeded by effectively implementing containment measures and behaviors. This relies on individuals' adoption of protective behaviors, their perceived risk, and the use and trust of information sources. During a health emergency, receiving timely and accurate information enables individuals to take appropriate actions to protect themselves, shaping their risk perception. Italy was the first western country plagued by COVID-19 and one of the most affected in the early phase. During this period, we surveyed 2,223 Italians before the national lockdown. A quarter of the sample perceived COVID-19 less threatening than flu and would not vaccinate, if a vaccine was available. Besides, most people perceived containment measures, based on social distancing or wearing masks, not useful. This perceived utility was related to COVID-19 threat perception and efficacy beliefs. All these measures were associated with the use of media and their truthfulness: participants declared to mainly use the Internet, while health organizations' websites were the most trusted. Although social networks were frequently used, they were rated lower for trustfulness. Our data differ from those obtained in other community samples, suggesting the relevance to explore changes across different countries and during the different phases of the pandemic. Understanding these phenomena, and how people access the media, may contribute to improve the efficacy of containment measures, tailoring specific policies and health communications.",NOV 5,2020,11,,,WOS:000590453500001,33250809,yes,2200,2(spec. pop = Italians),2
